title;budget;genres;original_language;release_date;revenue;runtime;vote_average;vote_count
Chicken People;0;Documentary;en;2016-03-13;0;83;7.0;4
Jimmy Vestvood - Amerikan Hero;2500000;Comedy;en;2016-03-13;230069;84;5.4;14
Slash;0;Comedy;en;2016-03-13;0;100;6.6;17
Collective - Unconscious;0;;en;2016-03-13;0;81;7.0;3
Hush;0;Horror | Thriller;en;2016-03-12;0;81;6.9;834
Miss Stevens;0;Drama | Comedy;en;2016-03-12;0;86;6.0;17
Operator;0;Comedy | Drama;en;2016-03-12;0;89;6.3;29
Teenage Cocktail;0;Drama | Thriller;en;2016-03-12;0;88;5.8;28
My Father Die;0;Action | Drama;en;2016-03-12;0;102;6.6;16
We Are X;0;Music | Documentary;en;2016-03-12;0;92;6.5;3
Yarn;0;Animation | Documentary;;2016-03-12;0;76;0.0;0
Creative Control;1000000;Drama | Science Fiction;en;2016-03-11;0;97;5.4;26
The Perfect Match;0;Comedy | Romance;en;2016-03-11;0;96;5.2;42
Me Him Her;0;Comedy;en;2016-03-11;0;97;4.7;10
Sing Street;4000000;Romance | Drama | Music;en;2016-03-11;13624522;106;8.0;669
City of Gold;0;Documentary;en;2016-03-11;0;96;5.7;13
Kadhalum Kadanthu Pogum;0;Comedy | Drama | Romance;ta;2016-03-11;0;136;7.9;6
The Yard;0;Drama;sv;2016-03-11;0;80;5.0;2
Boom Bust Boom;0;History | Documentary;en;2016-03-11;0;74;6.5;2
Traders;0;Thriller;en;2016-03-11;0;90;6.2;19
River;0;Thriller;en;2016-03-11;0;95;6.4;17
Ice Girls;0;;en;2016-03-11;0;90;4.0;3
Beware the Slenderman;0;Crime | Documentary;en;2016-03-11;0;117;6.0;43
10 Cloverfield Lane;15000000;Thriller | Science Fiction | Drama;en;2016-03-10;108286421;103;6.8;2537
The Young Messiah;18500000;Drama;en;2016-03-10;6490401;120;6.4;30
Greetings From Fukushima;0;Drama;de;2016-03-10;0;102;5.8;9
Under the Sun;0;Documentary;ko;2016-03-10;0;106;8.1;31
Disturbing the Peace;0;Documentary;en;2016-03-10;0;86;8.0;1
Allegiant;110000000;Adventure | Science Fiction;en;2016-03-09;179246868;121;5.9;2064
News from Planet Mars;0;Comedy;fr;2016-03-09;0;101;5.1;21
Darkweb;0;Action | Thriller;en;2016-03-08;0;89;2.4;10
Accidentally Engaged;0;Comedy | Romance | TV Movie;en;2016-03-05;0;86;6.3;15
My Feral Heart;0;Drama;en;2016-03-05;0;83;0.0;0
Love Is All You Need?;0;Drama;en;2016-03-05;0;122;7.0;6
We Go On;0;Drama | Horror | Thriller;en;2016-03-05;0;90;5.6;30
New Chefs on the Block;0;;en;2016-03-05;0;96;0.0;0
24×36;0;Documentary;en;2016-03-05;0;81;8.1;7
Lo and Behold - Reveries of the Connected World;0;Documentary;en;2016-03-04;0;98;6.5;76
Whiskey Tango Foxtrot;35000000;War | Comedy;en;2016-03-04;23083334;112;6.0;356
Boris Without Beatrice;0;Drama;en;2016-03-04;0;93;5.0;2
Emelie;0;Thriller;en;2016-03-04;0;82;5.4;194
Camino;0;Thriller | Action | Adventure;en;2016-03-04;0;103;4.8;15
Jai Gangaajal;1500000;Drama | Action;hi;2016-03-04;0;149;4.9;8
On the Other Side;0;Drama;hr;2016-03-04;0;85;8.5;2
Welcome to Norway;0;Drama | Comedy;no;2016-03-04;0;90;5.8;6
Life, Animated;0;Animation | Documentary;en;2016-03-03;0;91;7.9;49
To Steal from a Thief;6700000;Crime | Thriller;es;2016-03-03;12118661;96;6.1;103
A Conspiracy of Faith;5210000;Crime | Drama | Mystery | Thriller;da;2016-03-03;5900000;112;6.8;110
Musudan;500;Mystery | Thriller;ko;2016-03-03;500;87;5.5;3
London Has Fallen;60000000;Action | Crime | Thriller;en;2016-03-02;205754447;99;5.8;1656
Belgica;0;Drama;nl;2016-03-02;0;127;5.9;45
Down by Love;0;Drama | Romance;fr;2016-03-02;0;110;6.0;64
Saint Amour;0;Comedy | Drama;fr;2016-03-02;0;101;5.3;37
Kill Kane;0;Thriller | Crime;en;2016-03-01;0;74;3.8;19
Hot Bot;0;Comedy | Science Fiction;en;2016-03-01;0;86;4.2;38
Weaponized;0;Thriller | Action | Science Fiction;en;2016-03-01;0;91;3.8;14
The Midnight Man;0;Crime | Thriller;en;2016-03-01;0;105;6.4;7
Family Lies;0;Drama;et;2016-03-01;0;82;0.0;0
Home;0;Horror | Drama | Family;en;2016-03-01;0;87;4.8;10
Mr. Right;8000000;Action | Comedy | Romance;en;2016-02-29;34694;95;6.3;395
Fittest On Earth (The Story Of The 2015 Reebok CrossFit Games);0;Documentary;en;2016-02-27;0;104;7.8;8
Dirty Lies;1000000;Action | Drama | Crime | Thriller;en;2016-02-27;0;94;6.7;3
Being 17;0;Drama;fr;2016-02-27;0;116;7.0;91
They Look Like People;0;Mystery | Drama | Horror;en;2016-02-26;0;80;6.1;53
Eddie the Eagle;23000000;Comedy | Drama | History;en;2016-02-26;46152411;106;7.2;682
Pandemic;0;Action | Science Fiction | Thriller;en;2016-02-26;0;91;4.3;92
The Last Man on the Moon;0;Drama | Documentary | History;en;2016-02-26;0;99;6.3;21
Aligarh;0;Drama;hi;2016-02-26;0;114;7.3;9
Mellow Mud;0;Drama;lv;2016-02-26;0;105;6.9;4
Last Minute;0;Romance | Comedy | Drama;fi;2016-02-26;0;98;0.0;0
Theo Von - No Offense;0;Comedy;en;2016-02-26;0;66;7.7;3
The Other Side of the Door;0;Thriller | Horror;en;2016-02-25;14332467;96;5.2;279
Gods of Egypt;140000000;Fantasy;en;2016-02-25;150680864;127;5.2;1303
The Most Beautiful Day;0;Comedy | Drama;de;2016-02-25;0;113;7.0;60
Grimsby;35000000;Action | Comedy;en;2016-02-24;25182929;83;5.7;794
Merci patron !;0;Comedy | Documentary;fr;2016-02-24;0;84;7.5;31
Free to Run;0;Documentary;en;2016-02-24;0;90;8.2;6
Good Guys Go to Heaven, Bad Guys Go to Pattaya;5402000;Comedy;fr;2016-02-24;0;100;5.3;153
Becoming Mike Nichols;0;Documentary;en;2016-02-22;0;72;6.7;3
Alienate;0;Drama | Horror | Science Fiction;en;2016-02-22;0;90;4.3;12
Signed, Sealed, Delivered - From the Heart;0;Drama | Romance | TV Movie;en;2016-02-21;0;85;5.5;3
The Witch;3500000;Mystery | Horror;en;2016-02-19;40423945;92;6.3;1471
Risen;20000000;Action;en;2016-02-19;46069568;107;5.7;300
Triple 9;20000000;Action | Thriller;en;2016-02-19;12639297;115;5.6;812
Neerja;10721568;Drama;hi;2016-02-19;2978994;122;7.4;44
Race;5000000;Action | Drama;en;2016-02-19;24804129;134;7.0;492
Diving Into the Unknown;0;Documentary;fi;2016-02-19;0;90;7.0;7
Girls Lost;0;Drama;sv;2016-02-19;0;106;6.0;6
We are Twisted Fucking Sister!;0;Documentary;en;2016-02-19;0;137;5.9;14
The High Frontier;0;Action | Drama | Thriller;pl;2016-02-19;0;98;5.8;8
Alonzo Bodden - Historically Incorrect;0;Comedy;en;2016-02-19;0;61;8.0;1
Carole King - Natural Woman;0;Documentary;en;2016-02-19;0;53;0.0;0
Midnight Special;18000000;Adventure | Drama | Science Fiction;en;2016-02-18;6212282;112;6.2;705
Colonia;14000000;Drama | Romance | History;en;2016-02-18;3621046;120;7.4;566
Crouching Tiger, Hidden Dragon - Sword of Destiny;20000000;Action | Adventure | Drama;en;2016-02-18;0;103;6.0;174
Family Film;0;;cs;2016-02-18;0;95;7.0;3
Sethupathi;0;Action | Drama | Romance;ta;2016-02-18;0;121;5.8;4
Elections Day 2;0;Comedy;ru;2016-02-18;4314688;105;7.0;12
Viral;0;Drama | Horror | Science Fiction;en;2016-02-18;551760;86;5.5;101
Fire at Sea;0;Documentary;it;2016-02-18;0;108;6.5;63
Before the Streets;0;Drama;fr;2016-02-18;0;98;4.0;2
Becoming Zlatan;0;Documentary;sv;2016-02-17;0;99;6.0;11
6A;0;;sv;2016-02-17;0;61;0.0;0
Sand Castles;0;Thriller | Crime | Drama;en;2016-02-16;0;93;4.7;5
A Sunday Horse;0;Drama | Family;en;2016-02-15;0;108;6.2;12
Hotel Dallas;0;;en;2016-02-15;0;75;8.0;1
Anne of Green Gables;0;Drama | Family | TV Movie;en;2016-02-15;0;85;6.0;13
Road to Istanbul;0;Drama;fr;2016-02-15;0;100;6.8;5
Tectonic Plate;0;;en;2016-02-15;0;73;0.0;0
Urge;0;Thriller;en;2016-02-14;0;89;4.5;44
Shelley;0;Drama | Horror;da;2016-02-14;0;92;5.4;33
Anything for Love;0;Romance | TV Movie;en;2016-02-14;0;84;4.5;15
Love Finds You in Valentine;1000000;Drama | TV Movie | Romance;en;2016-02-14;0;92;6.4;7
Panamerican Machinery;0;Drama | Comedy;es;2016-02-14;0;90;0.0;0
Depth Two;0;Documentary;sr;2016-02-13;0;80;4.0;1
Valentine Ever After;0;Romance | TV Movie;en;2016-02-13;0;85;6.9;7
Tomcat;0;Drama;de;2016-02-13;0;114;0.0;0
Rara;0;Family | Drama;es;2016-02-13;0;88;7.0;8
Junction 48;0;Drama | Action | Crime;en;2016-02-13;0;97;8.0;2
Fitoor;0;Romance | Drama;hi;2016-02-12;0;131;5.9;20
Touched with Fire;0;Romance | Drama;en;2016-02-12;0;102;6.2;22
Providence;0;Drama | Romance;en;2016-02-12;0;79;0.0;0
Of Mind and Music;0;;en;2016-02-12;0;98;6.3;6
Cabin Fever;0;Horror;en;2016-02-12;0;99;4.4;113
Monster High Great Scarrier Reef;0;Family | Animation;en;2016-02-12;0;69;7.2;11
The Last King;5455000;Action | Adventure | Drama;no;2016-02-12;0;99;5.2;47
Old Stone;0;Drama;en;2016-02-12;0;80;9.0;2
3 Generations;5000000;Comedy | Drama;en;2016-02-11;443962;87;6.1;75
Zootopia;150000000;Animation | Adventure | Family | Comedy;en;2016-02-11;1023784195;108;7.7;4961
Perfect Strangers;0;Comedy | Drama;it;2016-02-11;0;97;7.8;803
The Model;4000000;Drama;da;2016-02-11;0;105;5.9;31
The Wounded Angel;0;Drama;en;2016-02-11;0;113;7.3;4
Curumim;0;Documentary;pt;2016-02-11;0;106;0.0;0
Triumph’s Election Special 2016;0;Comedy;en;2016-02-11;0;85;0.0;0
The Innocents;6000000;Drama;fr;2016-02-10;0;115;7.1;87
Deadpool;58000000;Action | Adventure | Comedy;en;2016-02-09;783112979;108;7.4;11444
Conspiracy Encounters;0;Science Fiction;en;2016-02-09;0;106;2.5;2
A Stand Up Guy;0;Comedy;en;2016-02-09;0;90;4.1;5
Homegrown - The Counter-Terror Dilemma;0;Documentary;en;2016-02-08;0;93;8.0;1
The Mermaid;60720000;Comedy | Science Fiction | Fantasy | Romance;en;2016-02-08;553810228;93;6.2;76
Our Lovers;1400000;Romance | Comedy;es;2016-02-08;0;88;6.9;33
Zoolander 2;50000000;Comedy;en;2016-02-06;55969000;100;4.7;814
Uncaged;0;Horror | Comedy | Thriller;en;2016-02-06;0;95;3.8;13
Appetite For Love;0;Drama | Romance | TV Movie;en;2016-02-06;0;85;6.3;7
Being George Clooney;0;Documentary;en;2016-02-06;0;88;4.0;1
Hail, Caesar!;22000000;Comedy | Drama | Mystery;en;2016-02-05;63647656;106;5.7;1338
Misconduct;11000000;Drama | Thriller;en;2016-02-05;0;106;5.3;149
4th Man Out;0;Comedy;en;2016-02-05;0;86;6.8;97
Hannibal Buress - Comedy Camisado;0;Comedy;en;2016-02-05;0;61;7.1;15
I Saw the Light;13000000;Drama | Music;en;2016-02-05;1646788;123;5.9;48
The Break-In;0;Thriller | Drama;sv;2016-02-05;0;83;0.0;0
Sanam Teri Kasam;0;Drama | Romance;hi;2016-02-05;0;154;7.6;24
Maheshinte Prathikaaram;0;Comedy | Drama;ml;2016-02-05;230000;121;7.7;9
Bad Cat;0;Comedy | Animation | Action;tr;2016-02-05;0;82;7.1;12
Wildflower;0;Thriller | Drama;en;2016-02-05;0;92;5.8;9
Floyd Norman - An Animated Life;0;Documentary;en;2016-02-05;0;94;7.3;3
Pride and Prejudice and Zombies;28000000;Romance | Horror | Comedy | Thriller;en;2016-02-04;16374328;108;5.5;662
Visaranai;325000;Drama | Thriller;ta;2016-02-04;1600000;118;8.0;8
The Choice;10000000;Drama | Romance;en;2016-02-04;18730891;111;6.7;527
Robinson Crusoe;13500000;Adventure | Animation | Comedy | Family;de;2016-02-04;3342697;90;5.8;85
Action Hero Biju;300000;Action | Comedy | Crime;ml;2016-02-04;2500000;144;7.7;6
A Violent Prosecutor;500;Crime | Comedy;ko;2016-02-03;50;126;7.6;25
Les Tuche 2 - Le rêve américain;0;Comedy;fr;2016-02-03;0;94;5.7;239
Chocolat;18500000;Comedy | Drama;fr;2016-02-03;0;119;7.0;219
On the Milky Road;0;Comedy | Drama;sr;2016-02-03;0;125;6.8;20
Blue Mountain State - The Rise of Thadland;0;Comedy;en;2016-02-02;0;90;5.7;91
Home Invasion;0;Thriller;en;2016-02-02;0;88;5.2;51
The Land Before Time XIV - Journey of the Brave;0;Adventure | Animation | Family;en;2016-02-02;0;82;7.6;12
Forsaken;0;Horror;en;2016-02-02;0;89;4.1;7
The Jazz Loft According to W. Eugene Smith;0;;en;2016-02-02;0;87;0.0;1
Grease Live;0;TV Movie | Music;en;2016-01-31;0;180;7.4;112
All Things Valentine;0;TV Movie | Romance | Comedy;en;2016-01-31;0;85;6.8;6
Il Solengo;0;Documentary;en;2016-01-30;0;70;5.0;1
SOMM - Into the Bottle;0;Documentary;en;2016-01-29;0;120;7.8;12
Love Records;0;Music | Comedy | Drama;fi;2016-01-29;0;111;5.7;3
Mastizaade;0;Romance | Comedy;hi;2016-01-29;0;119;3.6;7
Despite the Falling Snow;0;Drama | Mystery | Romance | Thriller;en;2016-01-29;0;113;4.7;16
Lost in the Pacific;0;Adventure | Science Fiction | Thriller;en;2016-01-29;0;86;5.6;10
Fifty Shades of Black;20000000;Romance | Comedy;en;2016-01-28;21164799;92;4.3;337
Irudhi Suttru;300000;Action | Drama;ta;2016-01-28;2100000;112;6.7;11
One Breath;0;Drama;de;2016-01-28;0;110;5.8;5
Lazer Team;2480421;Action | Comedy | Science Fiction;en;2016-01-27;0;102;5.7;103
The First, the Last;0;Drama;fr;2016-01-27;0;98;5.8;14
Mother;0;Drama;sl;2016-01-27;0;90;10.0;1
SORI - Voice from the Heart;0;Drama | Science Fiction;ko;2016-01-27;0;117;8.0;3
Beyond Sleep;0;Drama;en;2016-01-27;0;108;6.5;2
Seasons;0;Documentary;fr;2016-01-27;0;96;6.5;29
Ali and Nino;0;Drama | Romance;en;2016-01-27;0;100;7.3;13
Sophie and the Rising Sun;0;Drama;en;2016-01-27;0;116;6.3;4
WiNWiN;0;;;2016-01-27;0;84;0.0;0
Looking for Grace;0;Drama;en;2016-01-26;0;100;10.0;1
Spa Night;0;Drama;en;2016-01-26;0;93;5.8;6
Unlocking the Cage;0;Documentary;en;2016-01-25;0;90;8.0;3
Holy Hell;0;Documentary;en;2016-01-25;16905;100;7.1;27
The Finest Hours;80000000;Action | Drama | History | Thriller;en;2016-01-25;52099090;114;6.3;597
Suited;0;Documentary;en;2016-01-25;0;78;7.0;2
Outlaws and Angels;0;Western | Drama | Thriller;en;2016-01-25;0;120;5.3;29
Sand Storm;0;Drama;ar;2016-01-25;0;87;5.2;17
Tickled;0;Documentary;en;2016-01-24;0;92;7.3;94
Brahman Naman;0;Comedy;en;2016-01-24;0;94;5.8;10
Kate Plays Christine;0;Documentary | Drama;en;2016-01-24;0;112;4.3;7
Trapped;0;Documentary;en;2016-01-24;0;83;7.8;4
Newtown;0;Documentary;en;2016-01-24;0;85;6.5;12
Kung Fu Panda 3;145000000;Action | Adventure | Animation | Comedy | Family;en;2016-01-23;521170825;95;6.7;1630
Jim - The James Foley Story;0;Documentary;en;2016-01-23;0;111;7.9;13
Unleashing Mr. Darcy;0;Romance | TV Movie;en;2016-01-23;0;85;4.1;16
Tallulah;0;Comedy | Drama | Romance;en;2016-01-23;0;111;6.8;203
Pure Pwnage - Teh Movie;220093;Comedy | Documentary;en;2016-01-23;0;91;8.4;5
The Bronze;3500000;Drama | Comedy;en;2016-01-22;615816;108;5.5;112
Airlift;4500000;Thriller | Action | Drama | History;hi;2016-01-22;32000000;126;7.3;58
Exposed;0;Drama | Crime | Thriller;en;2016-01-22;1787926;102;4.5;141
Martyrs;0;Drama | Horror | Thriller;en;2016-01-22;0;86;4.7;70
The Mine;1200000;Drama;fi;2016-01-22;0;97;7.1;6
The Boy;10000000;Horror | Mystery | Thriller;en;2016-01-22;64188367;97;5.8;1133
Jeruzalem;0;Horror;en;2016-01-22;0;87;4.4;126
Pitbull. New Order;0;Action | Drama | Crime | Thriller;pl;2016-01-22;0;133;6.7;20
Author - The JT LeRoy Story;0;Documentary;en;2016-01-22;0;110;6.2;9
The Fits;0;Drama;en;2016-01-22;0;71;6.7;44
Los Punks - We Are All We Have;0;Documentary;en;2016-01-22;0;79;5.0;2
Prescription Thugs;0;Documentary;en;2016-01-22;0;86;6.6;16
When Two Worlds Collide;0;Documentary;es;2016-01-22;0;103;0.0;0
How to Be Single;38000000;Comedy | Romance;en;2016-01-21;112343513;110;5.9;1225
Dirty Grandpa;11500000;Comedy;en;2016-01-21;94073028;102;5.7;1429
From Afar;0;Drama;es;2016-01-21;30169;93;5.9;34
The Pills - Sempre meglio che lavorare;0;Comedy;it;2016-01-21;0;90;5.5;39
Gondolj rám;0;Drama | Comedy;hu;2016-01-21;0;103;0.0;0
Sky Ladder - The Art of Cai Guo-Qiang;0;Documentary;en;2016-01-21;0;80;8.4;10
The White Knights;0;Drama;fr;2016-01-20;0;112;5.8;15
Jarhead 3 - The Siege;0;Action | Drama | War;en;2016-01-20;0;95;5.6;39
The Division - Agent Origins;0;Action;en;2016-01-19;0;31;6.3;27
Rufus;0;Comedy | Family;en;2016-01-18;0;60;5.7;3
The Rack Pack;0;Comedy | Drama;en;2016-01-17;0;88;7.0;11
Love on the Sidelines;0;TV Movie | Romance | Comedy;en;2016-01-16;0;84;5.8;12
Intruders;0;Drama | Thriller | Horror;en;2016-01-15;0;90;5.7;153
Band of Robbers;0;Adventure | Comedy | Crime | Thriller;en;2016-01-15;0;95;6.0;35
Barbie - Spy Squad;0;Action | Animation | Family;en;2016-01-15;0;75;6.3;30
Tony Hinchcliffe - One Shot;0;Comedy;en;2016-01-15;0;57;8.3;4
Enemies with Benefits;20000;Comedy;en;2016-01-15;0;65;0.0;0
The 5th Wave;38000000;Adventure | Science Fiction;en;2016-01-14;109906372;112;5.6;1993
The Correspondence;10000000;Romance | Drama;en;2016-01-14;0;116;6.1;103
The Dark Side of the Moon;0;Thriller;de;2016-01-14;0;97;5.9;21
Norm of the North;18000000;Adventure | Animation | Comedy | Family;en;2016-01-14;17062499;86;4.1;124
Ride Along 2;40000000;Action | Comedy;en;2016-01-14;124827316;102;6.1;567
The Commune;0;Drama | Family;da;2016-01-14;0;111;6.6;41
Neon Bull;1500000;Drama;pt;2016-01-14;0;101;6.5;25
All Roads Lead to Rome;0;Comedy | Romance;en;2016-01-14;0;90;4.7;63
Mood of the Day;0;Romance | Comedy;ko;2016-01-14;0;103;7.3;15
13 Hours - The Secret Soldiers of Benghazi;50000000;Action | Drama | History | Thriller | War;en;2016-01-13;69411370;144;7.0;963
Space Cop;80000;Action | Comedy | Science Fiction;en;2016-01-13;0;102;3.7;19
Nannaku Prematho;0;Romance | Action;te;2016-01-13;0;168;7.8;7
Silent Retreat;0;Mystery | Thriller | Horror;en;2016-01-12;0;92;3.8;7
Army Dog;0;Action;en;2016-01-12;0;90;5.0;1
The Submarine Kid;0;Drama;en;2016-01-12;0;109;5.7;17
Murder, She Baked - A Peach Cobbler Mystery;0;TV Movie | Mystery;en;2016-01-10;0;84;8.6;8
911 Nightmare;0;Thriller;en;2016-01-10;0;86;2.5;2
Anesthesia;0;Drama | Thriller;en;2016-01-08;0;90;6.0;43
Diablo;0;Action | Adventure | Thriller | Western;en;2016-01-08;0;83;4.3;76
Aimy in a Cage;0;Drama | Fantasy | Science Fiction;en;2016-01-08;0;75;5.2;6
The Abandoned;0;Thriller | Horror | Mystery;en;2016-01-08;0;86;4.1;66
The Masked Saint;0;Crime | Action;en;2016-01-08;0;111;2.6;8
Lamb;0;Drama;en;2016-01-08;0;93;6.8;21
Tom Segura - Mostly Stories;0;Comedy;en;2016-01-08;0;73;8.2;13
Kizumonogatari Part 1 - Tekketsu;0;Action | Animation | Mystery;ja;2016-01-08;0;64;7.6;16
The Forest;10000000;Horror | Thriller;en;2016-01-07;40055439;95;4.8;478
Wazir;5200000;Thriller | Action;hi;2016-01-07;9200000;102;6.7;36
No Filter;0;Comedy;es;2016-01-07;0;102;6.1;31
Friend Request;9900000;Horror | Thriller;en;2016-01-07;2400000;92;5.3;376
Remember You;0;Romance | Drama | Mystery;ko;2016-01-07;0;106;8.5;4
Nahid;0;Drama;fa;2016-01-07;0;105;7.3;8
Little Dead Rotting Hood;0;Fantasy | Horror | Romance;en;2016-01-05;0;90;3.9;22
Adulterers;750000;Thriller | Crime | Drama;en;2016-01-05;0;80;5.2;16
Mercury Plains;0;Action | Adventure | Drama;en;2016-01-05;0;102;5.1;17
Standoff;8000000;Drama | Thriller;en;2016-01-04;0;80;6.0;96
Love in Paradise;0;TV Movie | Romance;en;2016-01-02;0;84;1.8;2
Quo vado?;10000000;Comedy;it;2016-01-01;0;86;6.8;460
Jane Got a Gun;25000000;Action | Drama | Western;en;2016-01-01;1397284;98;5.4;293
Natsamrat;0;Drama;mr;2016-01-01;0;166;8.8;6
Yosemite;0;Drama;en;2016-01-01;0;80;4.5;8
All the Difference;0;;en;2016-01-01;0;83;0.0;0
Dugma - The Button;0;;en;2016-01-01;0;58;7.0;1
Amber Alert;0;;en;2016-01-01;0;90;5.4;7
The Hurt Business;0;Documentary;en;2016-01-01;0;107;5.6;10
Matt Besser - Besser Breaks The Record;0;Comedy;en;2016-01-01;0;63;0.0;0
Silent Nights;0;;en;2016-01-01;0;30;7.0;4
12 Feet Deep;0;Thriller;en;2016-01-01;0;85;5.1;62
Nowhere Boys - The Book of Shadows;0;Science Fiction;en;2016-01-01;0;80;5.4;10
Anti Matter;0;Science Fiction;en;2016-01-01;0;109;6.7;22
Baskin;0;Fantasy | Horror;tr;2015-12-31;0;97;5.8;73
Open Season - Scared Silly;0;Animation | Comedy | Family | Adventure;en;2015-12-31;0;85;5.5;57
Stranded;0;Comedy;es;2015-12-31;0;90;5.3;14
Frank and the Wondercat;0;Documentary;en;2015-12-31;0;86;0.0;0
Detective Chinatown;0;Drama | Action | Adventure;zh;2015-12-31;0;135;7.2;10
Fan Girl;0;Music | Comedy | Family;en;2015-12-31;0;100;5.3;14
Anomalisa;8000000;Animation | Comedy | Drama | Romance;en;2015-12-30;5659286;90;6.9;472
Rag Union;0;Comedy | Drama;ru;2015-12-30;0;97;7.3;3
Harry Price - Ghost Hunter;0;Drama | Horror;en;2015-12-27;0;90;5.4;14
Stalked by My Doctor;4000000;Thriller;en;2015-12-26;0;90;5.1;11
A Grand Night In - The Story of Aardman;0;Animation | Documentary;en;2015-12-26;0;59;8.0;6
The Hateful Eight;44000000;Crime | Drama | Mystery | Western;en;2015-12-25;155760117;167;7.6;4405
The Revenant;135000000;Western | Drama | Adventure | Thriller;en;2015-12-25;532950503;156;7.3;6558
Doctor Who - The Husbands of River Song;0;Drama | Science Fiction | Comedy;en;2015-12-25;0;60;7.8;50
A Man Called Ove;0;Comedy | Drama;sv;2015-12-25;3371692;116;7.5;198
Palm Trees in the Snow;10000000;Romance;es;2015-12-25;0;163;7.3;119
The Lure;1300000;Horror | Music;pl;2015-12-25;101657;92;6.1;31
Joy;60000000;Drama | Comedy;en;2015-12-24;101134059;124;6.4;1619
Amor Impossível;0;Drama;pt;2015-12-24;0;125;7.0;3
Charlie;1900000;Drama | Romance;ml;2015-12-24;5900000;130;7.4;10
The Best Day Ever;0;Comedy;ru;2015-12-24;0;112;5.5;17
Where to Invade Next;0;Documentary;en;2015-12-23;0;120;7.3;153
Mountains May Depart;0;Romance | Drama;zh;2015-12-23;0;131;7.1;57
The PHD Movie 2;0;Comedy;en;2015-12-23;0;82;0.0;0
The New Kid;0;Comedy;fr;2015-12-23;0;81;5.9;64
Capsule;1300000;Drama | History | Thriller | Science Fiction;en;2015-12-23;0;91;5.2;26
As I Open My Eyes;0;Drama;fr;2015-12-23;0;98;7.3;12
Christmas Land;0;Family;en;2015-12-20;0;83;6.7;11
A Christmas Melody;0;Romance | Music | TV Movie | Comedy;en;2015-12-19;0;83;5.7;17
Ip Man 3;36000000;Action | Drama | History;cn;2015-12-19;156844753;105;6.5;384
Mythica - The Necromancer;0;Fantasy | Action | Adventure;en;2015-12-19;0;93;5.5;27
The Spirit of Christmas;0;TV Movie | Romance | Drama;en;2015-12-19;0;84;6.5;23
Extraction;0;Action | Thriller;en;2015-12-18;16775;83;4.3;102
Sisters;30000000;Comedy;en;2015-12-18;105011053;118;5.8;593
Bajirao Mastani;19500000;War | History | Romance;hi;2015-12-18;56000000;150;7.2;71
Dilwale;26000000;Crime | Action | Comedy;hi;2015-12-18;61000000;158;6.3;68
Mojin - The Lost Legend;37000000;Action | Adventure | Fantasy;zh;2015-12-18;278300000;127;6.0;71
Worlds Apart;0;Romance | Drama;el;2015-12-17;0;113;6.6;21
Alvin and the Chipmunks - The Road Chip;0;Adventure | Animation | Comedy | Family;en;2015-12-17;233755553;92;5.7;438
Star Wars - The Force Awakens;245000000;Action | Adventure | Science Fiction | Fantasy;en;2015-12-15;2068223624;136;7.5;7993
Marvel Super Hero Adventures - Frost Fight!;0;Animation | Fantasy;en;2015-12-15;0;73;7.1;5
On the Twelfth Day of Christmas;0;Romance | TV Movie;en;2015-12-12;0;90;6.3;12
